# [Jun 17, 2019] Downloaded from https://www.genome.jp/kegg-bin/show_organism?category=Prokaryotes
# 
org_id	org_code	org_name
T00354	lip	Lawsonia intracellularis PHE/MN1-00
T02437	lir	Lawsonia intracellularis N343
T00963	dba	Desulfomicrobium baculatum
T04289	doa	Desulfomicrobium orale
T00989	drt	Desulfohalobium retbaense
T00192	dps	Desulfotalea psychrophila
T01244	dak	Desulfurivibrio alkaliphilus
T01413	dpr	Desulfobulbus propionicus
T05339	deo	Desulfobulbus sp. ORNL
T02473	dsf	Desulfocapsa sulfexigens
T00610	dol	Desulfococcus oleovorans
T04568	dml	Desulfococcus multivorans
T00813	dal	Desulfatibacillum alkenivorans
T00861	dat	Desulfobacterium autotrophicum
T02268	dto	Desulfobacula toluolica
T00326	ade	Anaeromyxobacter dehalogenans 2CP-C
T00833	acp	Anaeromyxobacter dehalogenans 2CP-1
T00559	afw	Anaeromyxobacter sp. Fw109-5
T00748	ank	Anaeromyxobacter sp. K
T00366	mxa	Myxococcus xanthus
T01558	mfu	Myxococcus fulvus
T02436	msd	Myxococcus stipitatus
T04077	mym	Myxococcus hansupus
T05096	mmas	Myxococcus macrosporus
T01780	ccx	Corallococcus coralloides
T01425	sur	Stigmatella aurantiaca
T03948	age	Archangium gephyra
T05066	mbd	Melittangium boletus
T05065	cfus	Cystobacter fuscus
T04035	vin	Vulgatibacter incomptus
T00634	scl	Sorangium cellulosum So ce56
T02718	scu	Sorangium cellulosum So0157-2
T04010	ccro	Chondromyces crocatus
T03935	samy	Sandaracinus amylolyticus
T04033	llu	Labilithrix luteola
T04613	mrm	Minicystis rosea
T01103	hoh	Haliangium ochraceum
T00346	sat	Syntrophus aciditrophicus
T01454	dao	Desulfobacca acetoxidans
T02147	dti	Desulfomonile tiedjei
T00418	sfu	Syntrophobacter fumaroxidans
T05964	dax	Desulfoglaeba alkanexedens
T01284	dbr	Desulfarculus baarsii
T01456	hmr	Hippea maritima
T03007	dav	Desulfurella acetivorans
T05497	bsed	Bradymonas sediminis
T00159	bba	Bdellovibrio bacteriovorus HD100
T02356	bbat	Bdellovibrio bacteriovorus Tiberius
T03036	bbw	Bdellovibrio bacteriovorus W
T03079	bbac	Bdellovibrio bacteriovorus 109J
T02492	bex	Bdellovibrio exovorus
T05880	bdq	Bdellovibrio sp. qaytius
T01659	bmx	Halobacteriovorax marinus
T05649	hax	Halobacteriovorax sp. BALOs_7
T05263	bsto	Bacteriovorax stolpii
T05949	sbf	Silvanigrellales bacterium RF1110005
T00018	rpr	Rickettsia prowazekii Madrid E
T01788	rpo	Rickettsia prowazekii BuV67-CWPP
T01789	rpw	Rickettsia prowazekii Chernikova
T01790	rpz	Rickettsia prowazekii Dachau
T01791	rpg	Rickettsia prowazekii GvV257
T01792	rps	Rickettsia prowazekii Katsinyian
T01793	rpv	Rickettsia prowazekii RpGvF24
T01977	rpq	Rickettsia prowazekii Rp22
T02543	rpl	Rickettsia prowazekii Breinl
T02544	rpn	Rickettsia prowazekii NMRC Madrid E
T00193	rty	Rickettsia typhi Wilmington
T01802	rtt	Rickettsia typhi TH1527
T01810	rtb	Rickettsia typhi B9991CWPP
T00603	rcm	Rickettsia canadensis McKiel
T01736	rcc	Rickettsia canadensis CA410
T00339	rbe	Rickettsia bellii RML369-C
T00602	rbo	Rickettsia bellii OSU 85-389
T00061	rco	Rickettsia conorii
T00252	rfe	Rickettsia felis
T00601	rak	Rickettsia akari
T00604	rri	Rickettsia rickettsii Sheila Smith
T00643	rrj	Rickettsia rickettsii Iowa
T01721	rra	Rickettsia rickettsii Arizona
T01722	rrc	Rickettsia rickettsii Colombia
T01723	rrh	Rickettsia rickettsii Hauke
T01737	rrb	Rickettsia rickettsii Brazil
T01738	rrn	Rickettsia rickettsii Hino
T01739	rrp	Rickettsia rickettsii Hlp#2
T03662	rrm	Rickettsia rickettsii Morgan
T03663	rrr	Rickettsia rickettsii R
T00605	rms	Rickettsia massiliae MTU5
T01758	rmi	Rickettsia massiliae AZT80
T00907	rpk	Rickettsia peacockii
T00979	raf	Rickettsia africae
T01587	rhe	Rickettsia heilongjiangensis
T01637	rja	Rickettsia japonica
T01671	rsv	Rickettsia slovaca 13-B
T01801	rsw	Rickettsia slovaca D-CWPP
T01759	rph	Rickettsia philipii
T01783	rau	Rickettsia australis
T01784	rmo	Rickettsia montanensis
T01785	rpp	Rickettsia parkeri
T01786	rre	Rickettsia rhipicephali
T01787	ram	Rickettsia amblyommatis GAT-30V
T04237	rab	Rickettsia amblyommatis Ac37
T03824	rmc	Rickettsia monacensis
T05695	ric	Rickettsia sp. MEAM1 (Bemisia tabaci)
T00531	ots	Orientia tsutsugamushi Boryong
T00705	ott	Orientia tsutsugamushi Ikeda
T05372	ptc	Candidatus Phycorickettsia trachydisci
T00160	wol	Wolbachia wMel (Drosophila melanogaster)
T00866	wri	Wolbachia wRi (Drosophila simulans)
T02640	wen	Wolbachia wHa (Drosophila simulans)
T02641	wed	Wolbachia wNo (Drosophila simulans)
T00719	wpi	Wolbachia wPip (Culex quinquefasciatus)
T00234	wbm	Wolbachia wBm (Brugia malayi)
T02212	woo	Wolbachia wOo (Onchocerca ochengi)
T03628	wcl	Wolbachia wCle (Cimex lectularius)
T05726	weo	Wolbachia wFol (Folsomia candida)
T05842	wpp	Wolbachia pipientis
T00216	ama	Anaplasma marginale St. Maries
T00855	amf	Anaplasma marginale Florida
T02898	amw	Anaplasma marginale Dawn
T02900	amp	Anaplasma marginale Gypsy Plains
T01133	acn	Anaplasma centrale
T00327	aph	Anaplasma phagocytophilum HZ
T02753	apy	Anaplasma phagocytophilum HZ2
T02752	apd	Anaplasma phagocytophilum Dog2
T02754	apha	Anaplasma phagocytophilum JM
T05659	aoh	Anaplasma ovis
T00224	eru	Ehrlichia ruminantium Welgevonden (South Africa)
T00233	erw	Ehrlichia ruminantium Welgevonden (France)
T00232	erg	Ehrlichia ruminantium Gardel
T00270	ecn	Ehrlichia canis
T00328	ech	Ehrlichia chaffeensis Arkansas
T03085	echa	Ehrlichia chaffeensis Heartland
T03189	echj	Ehrlichia chaffeensis Jax
T03190	echl	Ehrlichia chaffeensis Liberty
T03191	echs	Ehrlichia chaffeensis Osceola
T03348	echv	Ehrlichia chaffeensis Saint Vincent
T03364	echw	Ehrlichia chaffeensis Wakulla
T03365	echp	Ehrlichia chaffeensis West Paces
T02967	emr	Ehrlichia muris
T03078	ehh	Ehrlichia sp. HF
T00329	nse	Neorickettsia sennetsu
T00951	nri	Neorickettsia risticii
T03076	nhm	Neorickettsia helminthoeca
T01561	mmn	Candidatus Midichloria mitochondrii
T05415	fso	Candidatus Fokinia solitaria
T03234	rbt	Rickettsiales bacterium Ac37b
T05750	ren	Rickettsiales endosymbiont of Stachyamoeba lipophora
T03232	paca	Candidatus Paracaedibacter acanthamoebae
T03240	caq	Candidatus Paracaedimonas acanthamoebae
T04833	naf	Candidatus Nucleicultrix amoebiphila
T03255	eaa	Endosymbiont of Acanthamoeba sp. UWC8
T00043	mlo	Mesorhizobium japonicum MAFF 303099
T04711	mln	Mesorhizobium loti NZP2037
T01401	mci	Mesorhizobium ciceri (biovar Biserrulae)
T01542	mop	Mesorhizobium opportunistum
T02417	mam	Mesorhizobium australicum
T04446	mamo	Mesorhizobium amorphae
T04603	meso	Mesorhizobium sp. B7
T04915	mesw	Mesorhizobium sp. WSM1497
T05904	mesm	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2
T05918	mesp	Mesorhizobium sp. Pch-S
T00374	mes	Chelativorans sp. BNC1
T03926	hoe	Hoeflea sp. IMCC20628
T04343	aak	Aminobacter aminovorans
T05420	amih	Aminobacter sp. MSH1
T05167	pht	Phyllobacterium zundukense
T05862	rpod	Roseitalea porphyridii
T00580	pla	Parvibaculum lavamentivorans
T05596	rbs	Rhodobiaceae bacterium SMS8
T00058	sme	Sinorhizobium meliloti 1021
T01521	smk	Sinorhizobium meliloti AK83
T01884	smq	Sinorhizobium meliloti BL225C
T01885	smx	Sinorhizobium meliloti SM11
T02332	smi	Sinorhizobium meliloti Rm41
T02405	smeg	Sinorhizobium meliloti GR4
T02497	smel	Sinorhizobium meliloti 2011
T03395	smer	Sinorhizobium meliloti RMO17
T00555	smd	Sinorhizobium medicae
T00888	rhi	Sinorhizobium fredii NGR234
T01731	sfh	Sinorhizobium fredii HH103
T02188	sfd	Sinorhizobium fredii USDA 257
T04514	six	Sinorhizobium sp. RAC02
T04621	same	Sinorhizobium americanum
T05069	sino	Sinorhizobium sp. CCBAU 05631
T03054	ead	Ensifer adhaerens OV14
T04507	eah	Ensifer adhaerens Casida A
T05052	esj	Ensifer sojae
T00070	atu	Agrobacterium fabrum
T00850	ara	Agrobacterium radiobacter
T03816	atf	Agrobacterium tumefaciens Ach5
T04213	ata	Agrobacterium tumefaciens S33
T00851	avi	Agrobacterium vitis
T01432	agr	Agrobacterium sp. H13-3
T04501	agc	Agrobacterium sp. RAC06
T04767	aro	Agrobacterium rhizogenes
T05906	agt	Agrobacterium sp. 33MFTa1.1
T00317	ret	Rhizobium etli CFN 42
T00720	rec	Rhizobium etli CIAT 652
T02778	rel	Rhizobium etli bv. mimosae Mim1
T03667	rep	Rhizobium etli bv. phaseoli IE4803
T03310	rei	Rhizobium sp. IE4771
T00402	rle	Rhizobium leguminosarum bv. viciae 3841
T00779	rlt	Rhizobium leguminosarum bv. trifolii WSM2304
T00926	rlg	Rhizobium leguminosarum bv. trifolii WSM1325
T03009	rlb	Rhizobium leguminosarum bv. trifolii WSM1689
T03015	rlu	Rhizobium leguminosarum bv. trifolii CB782
T02432	rtr	Rhizobium tropici
T02867	rir	Rhizobium sp. IRBG74
T03046	rhl	Rhizobium favelukesii
T03539	rga	Rhizobium gallicum
T04420	rhn	Rhizobium sp. N1341
T04590	rpha	Rhizobium phaseoli
T04765	rht	Rhizobium sp. NT-26
T04809	rhx	Rhizobium sp. N731
T05451	rhv	Rhizobium sp. S41
T05501	rhk	Rhizobium sp. Kim5
T05681	rez	Rhizobium esperanzae
T05891	rjg	Rhizobium jaguaris
T03208	ngl	Neorhizobium galegae bv. officinalis bv. officinalis HAMBI 1141
T03244	ngg	Neorhizobium galegae bv. orientalis HAMBI 540
T05626	neo	Neorhizobium sp. SOG26
T05650	nen	Neorhizobium sp. NCHU2750
T00948	las	Candidatus Liberibacter asiaticus psy62
T02506	laa	Candidatus Liberibacter asiaticus gxpsy
T03607	lat	Candidatus Liberibacter asiaticus Ishi-1
T01373	lso	Candidatus Liberibacter solanacearum
T02395	lcc	Liberibacter crescens
T02902	lar	Candidatus Liberibacter americanus
T03953	lau	Candidatus Liberibacter africanus
T04278	shz	Shinella sp. HZN7
T00072	bme	Brucella melitensis bv. 1 16M
T03831	bmel	Brucella melitensis bv. 1 16M
T00867	bmi	Brucella melitensis ATCC 23457
T01852	bmz	Brucella melitensis M28
T01849	bmg	Brucella melitensis M5-90
T01853	bmw	Brucella melitensis NI
T03393	bmee	Brucella melitensis bv. 3 Ether
T00304	bmf	Brucella abortus 2308
T00241	bmb	Brucella abortus bv. 1 9-941
T00703	bmc	Brucella abortus S19
T01704	baa	Brucella abortus A13334
T03321	babo	Brucella abortus bv. 2 86/8/59
T03392	babr	Brucella abortus bv. 6 870
T03461	babt	Brucella abortus 63 75
T03462	babb	Brucella abortus BDW
T03474	babu	Brucella abortus bv. 9 C68
T03685	babs	Brucella abortus BER
T03686	babc	Brucella abortus NCTC 10505
T00096	bms	Brucella suis 1330
T02103	bsi	Brucella suis 1330
T03181	bsf	Brucella suis bv. 1
T03367	bsui	Brucella suis bv. 2 Bs143CITA
T03503	bsup	Brucella suis bv. 2 PT09143
T03504	bsuv	Brucella suis bv. 2 PT09172
T03741	bsuc	Brucella suis bv. 2 Bs364CITA
T00638	bmt	Brucella suis ATCC 23445
T03266	bsz	Brucella suis bv. 3
T01706	bsv	Brucella suis VBI22
T03426	bsw	Brucella suis ZW043
T03427	bsg	Brucella suis ZW046
T00534	bov	Brucella ovis
T00623	bcs	Brucella canis ATCC 23365
T01705	bsk	Brucella canis HSK A52141
T03030	bol	Brucella canis Oliveri
T03270	bcar	Brucella canis RM6/66
T03305	bcas	Brucella canis SVA13
T00955	bmr	Brucella microti
T01589	bpp	Brucella pinnipedialis B2/94
T03261	bpv	Brucella pinnipedialis 6/566
T02934	bcet	Brucella ceti TE10759-12
T02935	bcee	Brucella ceti TE28753-12
T04257	bvl	Brucella vulpis
T05682	bru	Brucella sp. 2002734562
T00568	oan	Ochrobactrum anthropi ATCC 49188
T03251	oah	Ochrobactrum anthropi OAB
T04415	ops	Ochrobactrum pseudogrignonense
T05040	och	Ochrobactrum sp. A44
T00109	bja	Bradyrhizobium diazoefficiens USDA 110
T01848	bju	Bradyrhizobium japonicum USDA 6
T03509	bjp	Bradyrhizobium japonicum E109
T00516	bra	Bradyrhizobium sp. ORS 278
T00528	bbt	Bradyrhizobium sp. BTAi1
T01796	brs	Bradyrhizobium sp. S23321
T02484	aol	Bradyrhizobium oligotrophicum
T04273	brc	Bradyrhizobium sp. CCGE-LA001
T04337	brad	Bradyrhizobium sp. BF49
T04485	bic	Bradyrhizobium icense
T04956	bro	Bradyrhizobium sp. ORS 285
T05325	brk	Bradyrhizobium sp. SK17
T05524	bot	Bradyrhizobium ottawaense
T05700	brq	Bradyrhizobium sp. 2 39S1MB
T05902	bgq	Bradyrhizobium guangdongense
T00153	rpa	Rhodopseudomonas palustris CGA009
T00321	rpb	Rhodopseudomonas palustris HaA2
T00336	rpc	Rhodopseudomonas palustris BisB18
T00345	rpd	Rhodopseudomonas palustris BisB5
T00400	rpe	Rhodopseudomonas palustris BisA53
T00722	rpt	Rhodopseudomonas palustris TIE-1
T01381	rpx	Rhodopseudomonas palustris DX-1
T00276	nwi	Nitrobacter winogradskyi
T00348	nha	Nitrobacter hamburgensis
T00783	oca	Oligotropha carboxidovorans OM5 (Mississippi)
T01617	ocg	Oligotropha carboxidovorans OM5 (Goettingen)
T01967	oco	Oligotropha carboxidovorans OM4
T04264	bop	Bosea sp. PAMC 26642
T04462	bos	Bosea sp. RAC05
T04483	bvv	Bosea vaviloviae
T05753	boi	Bosea sp. Tri-49
T05320	vgo	Variibacter gotjawalensis
T00180	bhe	Bartonella henselae Houston-1
T03068	bhn	Bartonella henselae BM1374163
T03309	bhs	Bartonella henselae BM1374165
T00181	bqu	Bartonella quintana Toulouse
T02294	bqr	Bartonella quintana RM-11
T00456	bbk	Bartonella bacilliformis
T00636	btr	Bartonella tribocorum CIP 105476
T03233	btx	Bartonella tribocorum BM1374166
T00922	bgr	Bartonella grahamii
T01394	bcd	Bartonella clarridgeiae
T02469	baus	Bartonella australis
T02470	bvn	Bartonella vinsonii
T04086	banc	Bartonella ancashensis
T05086	bapi	Bartonella apis
T05113	bart	Bartonella sp. JB15
T05185	bara	Bartonella sp. A1379B
T05203	barw	Bartonella sp. WD16.2
T05326	barr	Bartonella sp. Raccoon60
T05463	baro	Bartonella sp. 1-1C
T05552	barj	Bartonella sp. JB63
T00581	xau	Xanthobacter autotrophicus
T00609	azc	Azorhizobium caulinodans
T01258	sno	Starkeya novella
T00640	mex	Methylorubrum extorquens PA1
T00921	mea	Methylorubrum extorquens AM1
T00947	mdi	Methylorubrum extorquens DM4
T00809	mch	Methylorubrum extorquens CM4
T00760	mpo	Methylorubrum populi
T04981	mza	Methylorubrum zatmanii
T00674	mrd	Methylobacterium radiotolerans
T00679	met	Methylobacterium sp. 4-46
T00839	mno	Methylobacterium nodulans
T03299	mor	Methylobacterium oryzae
T04283	meta	Methylobacterium sp. AMS5
T04311	maqu	Methylobacterium aquaticum
T04968	mphy	Methylobacterium phyllosphaerae
T05184	mee	Methylobacterium currus
T05461	metd	Methylobacterium sp. DM1
T05508	metx	Methylobacterium sp. XJLW
T05724	mets	Methylobacterium sp. 17SD2-17
T05919	meti	Methylobacterium sp. 17Sr1-43
T05139	moc	Microvirga ossetica
T05470	miv	Microvirga sp. 17 mud 1-3
T00688	bid	Beijerinckia indica
T00802	msl	Methylocella silvestris
T05970	mtun	Methylocella tundrae
T05824	mlg	Methylovirgula ligni
T04040	chel	Chelatococcus sp. CO-6
T04583	cdq	Chelatococcus daeguensis
T01265	hdn	Hyphomicrobium denitrificans ATCC 51888
T02646	hdt	Hyphomicrobium denitrificans 1NES1
T01557	hmc	Hyphomicrobium sp. MC1
T02943	hni	Hyphomicrobium nitrativorans
T01353	rva	Rhodomicrobium vannielii
T01645	phl	Pelagibacterium halotolerans
T03856	fil	Candidatus Filomicrobium marinum W
T03857	fiy	Candidatus Filomicrobium marinum Y
T04003	deq	Devosia sp. H5989
T05346	dei	Devosia sp. I507
T04109	bvr	Blastochloris viridis
T05837	blag	Blastochloris sp. GI
T04290	rhz	Rhodoplanes sp. Z2-YC6860
T05588	mmyr	Maritalea myrionectae
T02324	msc	Methylocystis sp. SC2
T04837	mbry	Methylocystis bryophila
T05721	mros	Methylocystis rosea
T05155	mtw	Methylosinus trichosporium
T05766	pleo	Pleomorphomonas sp. SM30
T03801	mey	Martelella endophytica
T04332	maad	Martelella sp. AD-3
T04757	mmed	Martelella mediterranea
T04161	aua	Aureimonas sp. AU20
T05594	brn	Breoghania sp. L-A4
T00938	hci	Candidatus Hodgkinia cicadicola Dsem
T03202	hct	Candidatus Hodgkinia cicadicola TETULN
T03595	hcc	Candidatus Hodgkinia cicadicola TETUND1
T03596	hcd	Candidatus Hodgkinia cicadicola TETUND2
T03636	mcg	Methyloceanibacter caenitepidi
T04701	thd	Candidatus Tokpelaia hoelldoblerii
T04834	psin	Pseudorhodoplanes sinuspersici
T05217	hdi	Hartmannibacter diazotrophicus
T04419	rbm	Rhizobiales bacterium NRL2
T00049	ccr	Caulobacter vibrioides CB15
T00841	ccs	Caulobacter vibrioides NA1000
T00651	cak	Caulobacter sp. K31
T01221	cse	Caulobacter segnis
T04110	chq	Caulobacter henricii
T05166	cmb	Caulobacter mirabilis
T05702	cfh	Caulobacter flavus
T05901	cauf	Caulobacter sp. FWC26
T00750	pzu	Phenylobacterium zucineum
T05485	phb	Phenylobacterium sp. HYN0004
T01291	bsb	Brevundimonas subvibrioides
T04101	brd	Brevundimonas sp. DS20
T04375	bne	Brevundimonas naejangsanensis
T04395	brg	Brevundimonas sp. GW460-12-10-14-LB2
T04750	brl	Brevundimonas sp. LM2
T04934	bvc	Brevundimonas vesicularis
T05851	bdm	Brevundimonas diminuta
T01378	aex	Asticcacaulis excentricus
T04422	cbot	Caulobacteraceae bacterium OTSz_A_272
T00215	sil	Ruegeria pomeroyi
T00359	sit	Ruegeria sp. TM1040
T05571	rue	Ruegeria sp. NKC1-1
T05627	rua	Ruegeria sp. AD91A
T04367	rmb	Epibacterium mobile
T00284	rsp	Rhodobacter sphaeroides 2.4.1
T00484	rsh	Rhodobacter sphaeroides ATCC 17029
T00512	rsq	Rhodobacter sphaeroides ATCC 17025
T00844	rsk	Rhodobacter sphaeroides KD131
T01213	rcp	Rhodobacter capsulatus
T04631	rhp	Rhodobacter sp. LPB0142
T05669	rbl	Rhodobacter blasticus
T00330	jan	Jannaschia sp. CCS1
T00376	rde	Roseobacter denitrificans
T01572	rli	Roseobacter litoralis
T00440	pde	Paracoccus denitrificans
T02792	pami	Paracoccus aminophilus
T04781	pye	Paracoccus yeei
T04876	pcon	Paracoccus contaminans
T05233	pzh	Paracoccus zhejiangensis
T05237	paro	Paracoccus sp. BM15
T05276	paru	Paracoccus sp. CBA4604
T05468	pamn	Paracoccus aminovorans
T05551	pmut	Paracoccus mutanolyticus
T05723	pars	Paracoccus sp. SC2-6
T00612	dsh	Dinoroseobacter shibae
T01338	kvu	Ketogulonicigenium vulgare Y25
T01909	kvl	Ketogulonicigenium vulgare WSH-001
T04841	kro	Ketogulonicigenium robustum
T01669	psf	Pseudovibrio sp. FO-BEG1
T02192	pga	Phaeobacter inhibens DSM 17395
T02193	pgl	Phaeobacter inhibens 2.10
T02968	pgd	Phaeobacter gallaeciensis DSM 26640
T04595	php	Phaeobacter porticola
T05105	ppic	Phaeobacter piscinae
T05617	phq	Phaeobacter sp. LSS9
T02538	oat	Octadecabacter antarcticus
T02539	oar	Octadecabacter arcticus
T04001	otm	Octadecabacter temperatus
T02961	lmd	Leisingera methylohalidivorans
T05817	lej	Leisingera sp. NJS204
T03060	red	Roseibacterium elongatum
T03229	ptp	Planktomarina temperata
T03575	cid	Celeribacter indicus
T04098	cmar	Celeribacter marinus
T05094	ceh	Celeribacter ethanolicus
T05128	cmag	Celeribacter manganoxidans
T03981	malg	Marinovum algicola
T04096	con	Confluentimicrobium sp. EMB200-NS6
T04143	rsu	Rhodovulum sulfidophilum
T04771	rhm	Rhodovulum sp. MB263
T04813	rhc	Rhodovulum sp. P5
T04214	pphr	Pannonibacter phragmitetus
T04275	hat	Halocynthiibacter arcticus
T04295	lap	Labrenzia sp. CP4
T04723	lagg	Labrenzia aggregata
T04984	labr	Labrenzia sp. VG12
T04387	daa	Defluviimonas alba
T04443	yan	Yangia sp. CCB-MM3
T05431	ypac	Yangia pacifica
T04555	suam	Sulfitobacter sp. AM1-D1
T04974	spse	Sulfitobacter pseudonitzschiae
T05563	sulz	Sulfitobacter sp. SK012
T05585	suli	Sulfitobacter sp. JL08
T05714	suld	Sulfitobacter sp. D7
T05893	sdo	Sulfitobacter donghicola
T04589	don	Donghicola sp. JLT3646
T04656	tpro	Salipiger profundus
T04652	tom	Tateyamaria omphalii
T04681	paby	Pelagibaca abyssi
T04697	thw	Thioclava nitratireducens
T04779	rmm	Roseovarius mucosus
T05517	rok	Roseovarius sp. AK1035
T04854	lvs	Yoonia vestfoldensis
T04983	aht	Antarctobacter heliothermus
T05218	rbg	Rhodobaca barguzinensis
T05219	sagu	Sagittula sp. P11
T05357	thas	Thalassococcus sp. SH-1
T05844	thaa	Thalassococcus sp. S3
T05407	geh	Gemmobacter sp. HYN0069
T05742	taw	Tabrizicola sp. K13M18
T05779	salo	Silicimonas algicola
T05780	sedi	Sedimentitalea sp. W43
T05861	hml	Haematobacter massiliensis
T05925	boo	Boseongicola sp. CCM32
T05954	pseb	Pseudorhodobacter sp. S12M18
T05514	rbz	Rhodobacteraceae bacterium G7
T00394	mmr	Maricaulis maris
T00397	hne	Hyphomonas neptunium
T00945	hba	Hirschia baltica
T05786	gak	Glycocaulis alkaliphilus
T04338	hbc	Hyphomonadaceae bacterium UKL13-1
T00221	zmo	Zymomonas mobilis subsp. mobilis ZM4
T01110	zmn	Zymomonas mobilis subsp. mobilis NCIMB 11163
T01875	zmm	Zymomonas mobilis subsp. mobilis ATCC 10988
T02187	zmb	Zymomonas mobilis subsp. mobilis ATCC 29191
T02932	zmi	Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023
T03385	zmc	Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023
T03160	zmr	Zymomonas mobilis subsp. mobilis NRRL B-12526
T01556	zmp	Zymomonas mobilis subsp. pomaceae ATCC 29192
T00322	nar	Novosphingobium aromaticivorans
T01515	npp	Novosphingobium sp. PP1Y
T03399	npn	Novosphingobium pentaromativorans
T04490	nre	Novosphingobium resinovorum
T05550	nov	Novosphingobium sp. P6W
T05635	not	Novosphingobium sp. THN1
T05741	ntd	Novosphingobium tardaugens
T00361	sal	Sphingopyxis alaskensis
T03542	sphk	Sphingopyxis fribergensis
T04069	sphp	Sphingopyxis sp. 113P3
T04104	smag	Sphingopyxis macrogoltabida EY-1
T04627	smaz	Sphingopyxis macrogoltabida 203
T04307	ster	Sphingopyxis terrae
T04372	sgi	Sphingopyxis granuli
T04602	sphl	Sphingopyxis sp. LPB0140
T04913	sphq	Sphingopyxis sp. QXT-31
T05382	spho	Sphingopyxis sp. MG
T05531	sphu	Uncultured Sphingopyxis sp. UC10
T00538	swi	Sphingomonas wittichii
T05200	sphd	Sphingomonas wittichii DC-6
T02498	sphm	Sphingomonas sp. MM-1
T03398	stax	Sphingomonas taxi
T03848	sphi	Sphingomonas sp. WHSC-8
T03929	ssan	Sphingomonas sanxanigenens
T04479	snj	Sphingomonas sp. NIC1
T04509	smy	Sphingomonas melonis
T04760	span	Sphingomonas panacis
T04828	skr	Sphingomonas koreensis
T04824	splm	Sphingomonas sp. LM7
T04954	splk	Sphingomonas sp. LK11
T04967	sphj	Sphingomonas sp. JJ-A5
T04987	spkc	Sphingomonas sp. KC8
T05307	sphc	Sphingomonas sp. Cra20
T05685	sphf	Sphingomonas sp. FARSPH
T05706	spha	Sphingomonas sp. YZ-8
T01201	sjp	Sphingobium japonicum
T01522	sch	Sphingobium chlorophenolicum
T01622	ssy	Sphingobium sp. SYK-6
T03855	syb	Sphingobium sp. YBL2
T04194	sbd	Sphingobium baderi
T04383	spmi	Sphingobium sp. MI1205
T04432	sphb	Sphingobium sp. EP60837
T04461	sphr	Sphingobium sp. RAC03
